id,label,acc,url
8ab90695-364c-55c5-a4eb-319c39fdf717,"Adenoma, Villous",C0206674,https://www.disgenet.org/browser/0/1/0/C0206674/
838fd519-e826-5392-b938-793ebc565d04,"Adrenal hyperplasia, bilateral",C2062372,https://www.disgenet.org/browser/0/1/0/C2062372/
945ae545-667e-5199-ae9d-4b2baaf4d87d,"Adrenoleukodystrophy, Neonatal",C0282525,https://www.disgenet.org/browser/0/1/0/C0282525/
5d8958f9-0566-54a6-ac5c-337e08914b18,"Affective Disorders, Psychotic",C0001723,https://www.disgenet.org/browser/0/1/0/C0001723/
4cb2cdfe-fe77-5c82-a300-93454fe469d3,"Agammaglobulinemia, non-Bruton type",C1832241,https://www.disgenet.org/browser/0/1/0/C1832241/
4ccd0f58-c31a-500a-88bc-9dca0dcb200a,"Aganglionosis, Colonic",C0085758,https://www.disgenet.org/browser/0/1/0/C0085758/
ef0513a8-28d7-514e-a754-723ed44bd00d,"Aganglionosis, Rectosigmoid Colon",C1257840,https://www.disgenet.org/browser/0/1/0/C1257840/
477ad346-a431-5b9f-b341-c6950bdcd74f,"Aggressive periodontitis, generalized",C1719495,https://www.disgenet.org/browser/0/1/0/C1719495/
3df4ce23-c84d-579a-baea-a3d3e906554d,"Albinism, Ocular",,
b5d7d7e1-92dc-58e5-89f9-d90f80f58813,"Albinism, Oculocutaneous",,
c5d78e06-d6d8-5648-b444-6df8633b1d8d,"ALBINOIDISM, OCULOCUTANEOUS, AUTOSOMAL DOMINANT",C1876214,https://www.disgenet.org/browser/0/1/0/C1876214/
0e149e77-2141-53fc-9f17-88d8c79132dd,"Alcoholic Intoxication, Chronic",C0001973,https://www.disgenet.org/browser/0/1/0/C0001973/
0b05eba9-cf2d-5373-a9c7-e96cb8e06faa,"Alkalosis, Respiratory",C0002064,https://www.disgenet.org/browser/0/1/0/C0002064/
60f4e9e4-a437-5691-8f9a-007fd21d0b1c,"Alopecia, Male Pattern",C4083212,https://www.disgenet.org/browser/0/1/0/C4083212/
9ad4bd2b-ecd1-5199-8abe-90e12c4e943d,"alpha-1-Antitrypsin Deficiency, Autosomal Recessive",C3501835,https://www.disgenet.org/browser/0/1/0/C3501835/
056ea39b-b3f4-5044-9052-fa84a9ee15fc,"ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, NONDELETION TYPE, X-LINKED",C1845055,https://www.disgenet.org/browser/0/1/0/C1845055/
f63bffc2-631b-57a8-aaa0-e5fd6fba2cd8,"Alport Syndrome, Autosomal Recessive",C1567744,https://www.disgenet.org/browser/0/1/0/C1567744/
2cea5dbf-7d94-5f38-97f1-065e8a48bad4,"Alport Syndrome, X-Linked",C1567742,https://www.disgenet.org/browser/0/1/0/C1567742/
24904b2f-d5b9-5445-9b3e-f74005f420a5,"Alzheimer's Disease, Focal Onset",C0750900,https://www.disgenet.org/browser/0/1/0/C0750900/
9a4a9603-5032-59c0-98f7-aea42308501c,"Alzheimer Disease, Early Onset",C0750901,https://www.disgenet.org/browser/0/1/0/C0750901/
031db2d4-1b67-5507-8c81-eda3797f7c32,"Alzheimer Disease, Late Onset",C0494463,https://www.disgenet.org/browser/0/1/0/C0494463/
c87f96bd-2af7-5a43-8df6-cb7f02b86700,"Amaurosis congenita of Leber, type 1",C2931258,https://www.disgenet.org/browser/0/1/0/C2931258/
cf777cb1-8460-5322-8818-84f76058f526,"Ambiguous genitalia, female",C4025891,https://www.disgenet.org/browser/0/1/0/C4025891/
31f522cb-8d3f-5e2b-b42d-7db4a6490563,"Ambiguous genitalia, male",C4021823,https://www.disgenet.org/browser/0/1/0/C4021823/
53bd889a-ffa9-5e4f-98a4-29d3360f4fab,"Amino Acid Metabolism, Inborn Errors",C0002514,https://www.disgenet.org/browser/0/1/0/C0002514/
b4bc9d70-b350-5a6d-a7fc-a991df2bae16,"Amino Acid Metabolism, Inherited Disorders",C0750905,https://www.disgenet.org/browser/0/1/0/C0750905/
0f186f0d-887b-577d-950c-e24f40e93614,"Amnesia, Transient Global",C0338591,https://www.disgenet.org/browser/0/1/0/C0338591/
036e7601-d26a-5f07-9a7b-60839a6e76a2,"Amyloid Neuropathies, Familial",C0206245,https://www.disgenet.org/browser/0/1/0/C0206245/
ff3cf01b-b32e-59c6-bd2c-aef3c6e771bf,"Amyloidosis, familial visceral",C0268389,https://www.disgenet.org/browser/0/1/0/C0268389/
07c10c63-9cde-516b-99c4-ebc0c3a978a7,"Amyloidosis, Familial",,
37e27cc7-f781-53d5-ab6f-1b316064910d,"AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED",C2751492,https://www.disgenet.org/browser/0/1/0/C2751492/
c8fb74b4-7ec9-59fb-a259-939c3cac03a6,"Amyloidosis, Primary Cutaneous",C0268397,https://www.disgenet.org/browser/0/1/0/C0268397/
873a9d4b-f877-5a82-964c-744e603656ef,"AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE",C3542025,https://www.disgenet.org/browser/0/1/0/C3542025/
aeb99440-1102-5b85-92e0-57eec7b30c4b,"AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)",C1859807,https://www.disgenet.org/browser/0/1/0/C1859807/
758d255e-46a0-5815-adcb-b3047dc6032f,"Amyotrophic Lateral Sclerosis 4, Juvenile",C1865409,https://www.disgenet.org/browser/0/1/0/C1865409/
717e003c-5676-566a-a89c-a0e4aae15e11,"Amyotrophic Lateral Sclerosis, Guam Form",C0543859,https://www.disgenet.org/browser/0/1/0/C0543859/
9c9dec26-9bdf-5eab-998d-a7957ccce00f,"Amyotrophic Lateral Sclerosis, Sporadic",C1862941,https://www.disgenet.org/browser/0/1/0/C1862941/
ef9924cf-c15e-5321-b685-8da4664d8b3d,"Amyotrophy, monomelic",C1865384,https://www.disgenet.org/browser/0/1/0/C1865384/
dba4c52d-85b6-5eed-bf67-b8df5aebea00,"Anaplastic Large Cell Lymphoma, ALK-Positive",C1332079,https://www.disgenet.org/browser/0/1/0/C1332079/
20c11a75-39db-5d51-b908-28ebf2f6cc74,"Anaplastic large cell lymphoma, ALK negative",C1332078,https://www.disgenet.org/browser/0/1/0/C1332078/
3ea028ac-b75f-5d11-8251-ae28b368636d,"Anemia, Diamond-Blackfan",,
a88c4fab-5ffd-5456-b9b6-3969225643e9,"Anemia, Hemolytic",,
2e049061-0c34-5455-859f-8266e2798a93,"Anemia, Hemolytic, Acquired",C0002879,https://www.disgenet.org/browser/0/1/0/C0002879/
4cc3c1c2-0bd0-5394-be5b-6efbaf8a0c80,"Anemia, Hemolytic, Congenital Nonspherocytic",C0002882,https://www.disgenet.org/browser/0/1/0/C0002882/
68c09641-8733-5899-83ee-6da6d66db09a,"Anemia, Hemolytic, Congenital",,
12d1e319-ffc4-52d9-96b5-b89dd3adfe30,"Anemia, hereditary spherocytic hemolytic",C0221409,https://www.disgenet.org/browser/0/1/0/C0221409/
a465a542-4a1b-51ea-a19b-a43b45267aee,"Anemia, Macrocytic",C0002886,https://www.disgenet.org/browser/0/1/0/C0002886/
05f10114-6f64-53c1-9ddd-973c6044fce0,"Anemia, Megaloblastic",C0002888,https://www.disgenet.org/browser/0/1/0/C0002888/
7037a61b-bf7c-5f4e-820b-e67be0d74404,"Anemia, Microangiopathic",C0002889,https://www.disgenet.org/browser/0/1/0/C0002889/
9e5741e7-dedc-5f6c-bfd5-750d5189d5be,"Anemia, Pernicious",C0002892,https://www.disgenet.org/browser/0/1/0/C0002892/
992cc48e-8ea9-53cf-8e06-28fe87e11a5c,"Anemia, severe",C0238644,https://www.disgenet.org/browser/0/1/0/C0238644/
e441cfcc-9465-56bb-9fa9-6730a0980986,"Anemia, Sickle Cell",C0002895,https://www.disgenet.org/browser/0/1/0/C0002895/
b8760cad-360a-5c7f-8d4a-912addc6ea72,"Aneurysm, Dissecting",C0002949,https://www.disgenet.org/browser/0/1/0/C0002949/
59fe87e4-757f-548a-9dc3-fe04b8aa6ff7,"Aneurysm, Ruptured",,
e938b11b-5c6c-51f0-a097-bf581807b818,"Angina Pectoris, Variant",C0002963,https://www.disgenet.org/browser/0/1/0/C0002963/
81298ab8-e09c-53f1-a388-9f7819237656,"Angina, Unstable",C0002965,https://www.disgenet.org/browser/0/1/0/C0002965/
302a35a8-04f5-515f-9f92-38909194e8c0,"Angioedemas, Hereditary",C0019243,https://www.disgenet.org/browser/0/1/0/C0019243/
c52dfd01-88b1-51ee-9e7e-ccbe40bc6443,"Anoxia-Ischemia, Brain",C0752306,https://www.disgenet.org/browser/0/1/0/C0752306/
338fa053-569b-583c-ab1f-cb8c9166da98,"Anoxia-Ischemia, Cerebral",C0752307,https://www.disgenet.org/browser/0/1/0/C0752307/
83eca3eb-3b06-5a93-88ff-c66768ce2b26,"Anticipation, Genetic",,
3c7dc475-c41f-5032-8ec2-0384391b2791,"Antley-Bixler Syndrome, Autosomal Dominant",C2936791,https://www.disgenet.org/browser/0/1/0/C2936791/
caa94894-0f85-5406-883e-bb9848dfe3bb,"Anus, Imperforate",C0003466,https://www.disgenet.org/browser/0/1/0/C0003466/
94a903bd-8fec-553a-955f-5f9ecb369945,"Anxiety States, Neurotic",C0376280,https://www.disgenet.org/browser/0/1/0/C0376280/
9d7ef9ba-60f3-5ab4-bae9-04a9682e1450,"Aortic Aneurysm, Abdominal",C0162871,https://www.disgenet.org/browser/0/1/0/C0162871/
2227326b-bee6-5aab-86f4-4de5d3ccbccf,"Aortic Aneurysm, Ruptured",,
381cc4fd-43b8-5292-b1c6-10cb792081bb,"Aortic Aneurysm, Thoracic",C0162872,https://www.disgenet.org/browser/0/1/0/C0162872/
9985f5ea-de34-54f7-bca7-4b90e7a23bf8,"Aortic Aneurysm, Thoracoabdominal",C0340630,https://www.disgenet.org/browser/0/1/0/C0340630/
ed29fe07-208e-5f48-b8f1-eb6f1d4e5a71,"Aphasia, Progressive",C0338457,https://www.disgenet.org/browser/0/1/0/C0338457/
59db6be1-488b-5bd7-b5ce-ef577c73ebb4,"Aplastic anemia, idiopathic",C0348890,https://www.disgenet.org/browser/0/1/0/C0348890/
ceb35584-d92e-50fc-a755-fac3517bcad7,"Apraxia, Developmental Verbal",C0750927,https://www.disgenet.org/browser/0/1/0/C0750927/
196169ed-cdcb-586f-9cd0-3a9dc8e580eb,"Apraxia, oculomotor, Cogan type",C0543874,https://www.disgenet.org/browser/0/1/0/C0543874/
36cad4e0-6a42-5b99-a550-673ff311908f,"Apraxia, Verbal",C0349391,https://www.disgenet.org/browser/0/1/0/C0349391/
32f380de-08b7-5acf-b859-4b4239162042,"Arnold-Chiari Malformation, Type I",,
d6937c0f-3e1c-5b4a-8c35-eb8af95e3165,"Arsenic Poisoning, Inorganic",C0274861,https://www.disgenet.org/browser/0/1/0/C0274861/
7df5f15f-5138-5001-8996-1f9a87b49cbb,"ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2",C3276161,https://www.disgenet.org/browser/0/1/0/C3276161/
22364bee-0b54-566c-907a-acf29a73987b,"Arterial Diseases, Common Carotid",C0750987,https://www.disgenet.org/browser/0/1/0/C0750987/
7886bf86-b285-5812-b913-58cd1dcbfe54,"Arteriosclerotic cardiovascular disease, NOS",C3665365,https://www.disgenet.org/browser/0/1/0/C3665365/
3ea62a36-f022-545e-8167-c0a9b3d21a3f,"Arteriovenous Malformations, Cerebral",C0917804,https://www.disgenet.org/browser/0/1/0/C0917804/
d5787fda-dc62-5264-bd4b-c1deade27820,"Arthritis, Adjuvant-Induced",C0003865,https://www.disgenet.org/browser/0/1/0/C0003865/
7d2ed5d2-5a35-52cd-8abb-4f146460fd6a,"Arthritis, Bacterial",C1692886,https://www.disgenet.org/browser/0/1/0/C1692886/
94ba43e8-bba3-56ca-8aad-af12d83675a8,"Arthritis, Collagen-Induced",C0971858,https://www.disgenet.org/browser/0/1/0/C0971858/
80835ea3-beff-5b23-b26d-760cb0bae4ba,"Arthritis, Experimental",C0993582,https://www.disgenet.org/browser/0/1/0/C0993582/
c1ebf267-f690-5364-99dc-62dcfb26a6d5,"Arthritis, Gouty",C0003868,https://www.disgenet.org/browser/0/1/0/C0003868/
8e05f3d6-45a4-5ae1-85b8-2fe00064d8ff,"Arthritis, Infectious",C0003869,https://www.disgenet.org/browser/0/1/0/C0003869/
65d726c8-d380-568c-97a5-e51bce4ce46f,"Arthritis, Psoriatic",C0003872,https://www.disgenet.org/browser/0/1/0/C0003872/
ddcc1552-323f-5e45-9b55-ac17f4d9eff5,"Arthritis, Reactive",C0085435,https://www.disgenet.org/browser/0/1/0/C0085435/
5c27cad3-f1c2-5db1-ac4a-92aac189231a,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE IIA",C0220666,https://www.disgenet.org/browser/0/1/0/C0220666/
f9918a4f-c932-56c8-94b8-b454a778f4f8,"ARTHROGRYPOSIS, DISTAL, TYPE 1",,
13ffe76c-98b3-574d-aa07-fc18f5f64dbc,"ARTHROGRYPOSIS, DISTAL, TYPE 2B",C1834523,https://www.disgenet.org/browser/0/1/0/C1834523/
c750340f-f7b8-5b68-b535-80d20aca9757,"Aspergillosis, Allergic Bronchopulmonary",C0004031,https://www.disgenet.org/browser/0/1/0/C0004031/
cff6d469-2bed-5740-b3b1-f06ae726871a,"Asthma, Aspirin-Induced",C1319853,https://www.disgenet.org/browser/0/1/0/C1319853/
1e5e852f-69ee-5cdf-bba3-9d8caef4c77f,"Asthma, Occupational",C0264423,https://www.disgenet.org/browser/0/1/0/C0264423/
098a4884-7ee7-5ee9-8450-0a8e07f97a8c,"Astrocytoma, low grade",C1314694,https://www.disgenet.org/browser/0/1/0/C1314694/
760a4998-30a9-558c-8c80-da2ae3046473,"Ataxia, Appendicular",C0750937,https://www.disgenet.org/browser/0/1/0/C0750937/
2816e6c7-27b9-5ea5-9d17-b69f413bfa86,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA",C1859598,https://www.disgenet.org/browser/0/1/0/C1859598/
471c847f-1087-5ded-8811-7813273dfe96,"Ataxia, Motor",C0278161,https://www.disgenet.org/browser/0/1/0/C0278161/
f26593eb-2b9e-5368-9248-5aaaae11b08f,"Ataxia, Sensory",,
0ca3e2df-920c-51ca-84b9-3c761c27a1cc,"Ataxia, Spinocerebellar",C0087012,https://www.disgenet.org/browser/0/1/0/C0087012/
5aab4d9f-338f-5f02-a783-65e22fbfec2d,"Ataxia, Truncal",C0427190,https://www.disgenet.org/browser/0/1/0/C0427190/
fef6a6e4-908e-5d7e-b110-490261007532,"Ataxias, Hereditary",C0004138,https://www.disgenet.org/browser/0/1/0/C0004138/
689353f7-25d3-5ccb-aea2-c1c0134d3877,"ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)",C1843687,https://www.disgenet.org/browser/0/1/0/C1843687/
4a45a60f-2410-5ab9-8fe2-e39ab83c6aac,"Atrophy, Disuse",C0264122,https://www.disgenet.org/browser/0/1/0/C0264122/
34bebd8b-5faa-572a-8108-e7fcea027ce9,"Atrophy, Muscular, Spinobulbar",C0752353,https://www.disgenet.org/browser/0/1/0/C0752353/
dc481f55-2f71-555a-ae34-ed974507e237,"Auditory Processing Disorder, Central",C0751257,https://www.disgenet.org/browser/0/1/0/C0751257/
c2b9c1b4-b26b-5fa1-9fcc-90b6dd23feb3,"AURAL ATRESIA, CONGENITAL",C1842937,https://www.disgenet.org/browser/0/1/0/C1842937/
f0fff982-a61f-5408-a7ce-0be3656bfc03,"Autoimmune polyendocrinopathy syndrome, type 1",C3494489,https://www.disgenet.org/browser/0/1/0/C3494489/
ac00fc64-ae14-5bf9-b1b3-9b1a605f2275,"Autoimmune Syndrome Type II, Polyglandular",C0085860,https://www.disgenet.org/browser/0/1/0/C0085860/
52597107-70d3-5873-9bdc-2bcf14f26e3a,"Autosomal recessive, childhood type, muscular dystrophy resembling Duchenne or Becker muscular dystrophy",,
d05462f1-fea9-538b-9056-2fb411baf5cb,"AXENFELD-RIEGER SYNDROME, TYPE 3",C2678503,https://www.disgenet.org/browser/0/1/0/C2678503/
a5b6d672-337d-537a-8fc1-e43cf5edf855,"B-CELL MALIGNANCY, LOW-GRADE",C1868683,https://www.disgenet.org/browser/0/1/0/C1868683/
dd21be42-36e3-5ac3-8373-75da97e97c42,"Bare Lymphocyte Syndrome, Type I",,
bece2bee-b7cc-530a-b805-a9014cc47e23,"Bartter syndrome, type 3",,
85747e9c-bc5f-56ee-bb62-ce782d06d77a,"BASAL CELL CARCINOMA, SOMATIC",C3838465,https://www.disgenet.org/browser/0/1/0/C3838465/
618119b5-ef4e-5372-b068-2e38ef069038,"Benign neoplasm of brain, unspecified",C0496899,https://www.disgenet.org/browser/0/1/0/C0496899/
efc4b1ec-afb3-5bd0-b088-d206f3b0d77c,"Biliary Cirrhosis, Secondary",,
e0de880a-f417-54bd-acf0-179cf7f239bc,"BILIRUBIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1",C1866173,https://www.disgenet.org/browser/0/1/0/C1866173/
bd1842dc-ef93-516e-bf06-31647a767525,"Blindness, Cortical",C0155320,https://www.disgenet.org/browser/0/1/0/C0155320/
9146cd12-5b5e-5704-8793-c4515d64e12e,"Blindness, Legal",C0271215,https://www.disgenet.org/browser/0/1/0/C0271215/
2e1989d9-8787-545a-9142-5e0c098f1586,"Blood Coagulation Disorders, Inherited",C0852077,https://www.disgenet.org/browser/0/1/0/C0852077/
224ac1e8-a941-5f54-ad3e-72e81d6f7438,"Bone Cysts, Aneurysmal",C0152244,https://www.disgenet.org/browser/0/1/0/C0152244/
e59376a7-6293-5786-8cfc-7ec9e50185b8,"Bone Diseases, Developmental",C0005941,https://www.disgenet.org/browser/0/1/0/C0005941/
6b9af145-b252-55ab-8a0d-e1fde64a19f4,"BRACHYDACTYLY, TYPE A1 (disorder)",C1862151,https://www.disgenet.org/browser/0/1/0/C1862151/
6e73fe9c-4966-5b36-ad7d-4663a619a92b,"Brain Infarction, Posterior Circulation",C0751953,https://www.disgenet.org/browser/0/1/0/C0751953/
0bc61859-2e5c-5e87-a327-2b1f7ab1ed04,"Brain Injuries, Focal",,
3f74ce3b-5cee-5f48-88eb-b7cf86c289c2,"Brain Stem Ischemia, Transient",C0751022,https://www.disgenet.org/browser/0/1/0/C0751022/
43585641-ca5b-5c98-bcd3-8a05315cc1b1,"Brain Tumor, Primary",C0750974,https://www.disgenet.org/browser/0/1/0/C0750974/
2164e7e4-e52c-5ca2-8431-3c72abffbefe,"Breast Cancer, Familial Male",C1861906,https://www.disgenet.org/browser/0/1/0/C1861906/
7dd96f84-f13f-59bc-87e0-16846ec65360,"Breast Cancer, Familial",,
4cc27105-c3bc-5200-8a37-1132fff6e178,"Breast cancer, lobular",C3549742,https://www.disgenet.org/browser/0/1/0/C3549742/
595ed46c-83d9-5c3c-af2f-d4861fbf781c,"BREAST CANCER, SUSCEPTIBILITY TO",,
cc8c00c8-40ad-52a5-b8ed-5e403a99f814,"Breast Fibrocystic Change, Proliferative Type",C1332629,https://www.disgenet.org/browser/0/1/0/C1332629/
610d6da9-6443-56fa-bbb4-db36a6d6fe5d,"Breast Neoplasms, Male",C0242788,https://www.disgenet.org/browser/0/1/0/C0242788/
7ee5fcaf-8b06-51ae-9c1e-e59a28334697,"Bronchiolitis, Viral",C0006274,https://www.disgenet.org/browser/0/1/0/C0006274/
2ad13fe3-fc7f-54b0-a212-912e21d092d7,"Bronchitis, Chronic",C0008677,https://www.disgenet.org/browser/0/1/0/C0008677/
e33b5236-c459-5d29-9e6c-d6ca5b81102b,"Bulbo-Spinal Atrophy, X-Linked",C1839259,https://www.disgenet.org/browser/0/1/0/C1839259/
f5363b31-5bd1-500b-9a30-3ca65cc5d661,"Bulbocavernosus Reflex, Decreased",C0751468,https://www.disgenet.org/browser/0/1/0/C0751468/
83b827bd-081f-5941-8da0-1d4a3e6a2d44,"Cafe au lait spots, multiple",C1861975,https://www.disgenet.org/browser/0/1/0/C1861975/
d79ef843-5c0d-574a-8ede-10bdefb83521,"Cancer, Embryonal and Mixed",C0751365,https://www.disgenet.org/browser/0/1/0/C0751365/
f57d6b80-bc1f-51c7-924a-b0906a742f57,"Cancer, Embryonal",,
76c9781e-d4f1-5551-8faf-c00c348cad1d,"Candidiasis, Chronic Mucocutaneous",C0006845,https://www.disgenet.org/browser/0/1/0/C0006845/
c21659b9-e600-52a6-88f4-cbff703b2932,"Candidiasis, Vulvovaginal",C0700345,https://www.disgenet.org/browser/0/1/0/C0700345/
da1be710-6348-5ff5-9317-48b9df3eec18,"Carcinoid, Goblet Cell",C0205695,https://www.disgenet.org/browser/0/1/0/C0205695/
bedbb1bb-f57c-58ca-be8d-3359ac24c57a,"Carcinoma of urinary bladder, invasive",C1827293,https://www.disgenet.org/browser/0/1/0/C1827293/
58ed9a3d-edfe-582b-871f-2866f1ec15a2,"Carcinoma of urinary bladder, superficial",C1336527,https://www.disgenet.org/browser/0/1/0/C1336527/
eafc63fc-3be1-5b8e-9c2b-9ac8c380b4e4,"Carcinoma, Cribriform",C0205643,https://www.disgenet.org/browser/0/1/0/C0205643/
3cf4d3dc-3e83-509a-ba35-68b239838af1,"Carcinoma, Ehrlich Tumor",C0007125,https://www.disgenet.org/browser/0/1/0/C0007125/
1339cf3f-cbea-5ab8-92bc-3c9651ab5f23,"Carcinoma, Endometrioid",,
327587ed-3d2f-569f-9089-0e7aa883d808,"Carcinoma, Giant Cell",C0206703,https://www.disgenet.org/browser/0/1/0/C0206703/
038798bb-81f0-5443-aa15-0e4e32f8414f,"Carcinoma, Granular Cell",C0205644,https://www.disgenet.org/browser/0/1/0/C0205644/
500034f2-eee7-5968-9055-d05d079da533,"Carcinoma, Large Cell",C0206704,https://www.disgenet.org/browser/0/1/0/C0206704/
3ac8a907-f4b8-5e1f-b0f8-0bae42fcae3c,"Carcinoma, Lewis Lung",C0243038,https://www.disgenet.org/browser/0/1/0/C0243038/
1eff60b9-c3f9-5efd-b052-84aa8a1740c4,"Carcinoma, Lobular",C0206692,https://www.disgenet.org/browser/0/1/0/C0206692/
ee0db158-4118-5912-83f6-d8a5fa3de92a,"Carcinoma, Neuroendocrine",C0206695,https://www.disgenet.org/browser/0/1/0/C0206695/
921cc257-ded7-5c90-9df7-8518f47180ec,"Carcinoma, Pancreatic Ductal",C0887833,https://www.disgenet.org/browser/0/1/0/C0887833/
58f4dfa9-1f5e-52dc-a4ec-5d70537cf456,"Carcinoma, Papillary",,
3dcfc825-6271-52dd-8ed8-039be19a3767,"Carcinoma, Signet Ring Cell",C0206696,https://www.disgenet.org/browser/0/1/0/C0206696/
549490ab-c741-531f-adb5-efed0b749c0a,"Carcinoma, Small Cell",C0262584,https://www.disgenet.org/browser/0/1/0/C0262584/
4fa8861e-b7e9-5576-86fa-e90a0f1bf5c9,"Carcinoma, Spindle-Cell",C0205697,https://www.disgenet.org/browser/0/1/0/C0205697/
cb778a87-2b84-5663-a354-264a4eb61b0f,"Carcinoma, Transitional Cell",C0007138,https://www.disgenet.org/browser/0/1/0/C0007138/
d3f58e10-451b-54c4-afbd-a3aeb4615788,"Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency",,
64c365a1-42aa-5d0f-aa33-490cb97f4c10,"Cardiomyopathies, Primary",C0033141,https://www.disgenet.org/browser/0/1/0/C0033141/
2bab4eec-3f57-5047-ae20-ef4f97377dcc,"Cardiomyopathy, Alcoholic",C0007192,https://www.disgenet.org/browser/0/1/0/C0007192/
1d2a8826-9c2d-5694-9992-3ed005edc545,"Cardiomyopathy, Dilated",,
