id,label,ontology_label,acc,uri
0fdd61ba-8570-5027-9a86-f16c276b2236,actin filament-based transport (GO:0099515),actin filament-based transport,GO:0099515,http://amigo.geneontology.org/amigo/term/GO:0099515
b743eac3-2bb6-5d6e-b99b-3640465e2dd1,actin nucleation (GO:0045010),actin nucleation,GO:0045010,http://amigo.geneontology.org/amigo/term/GO:0045010
1049ba09-fbba-5b92-828b-d81593afdd8b,actin polymerization or depolymerization (GO:0008154),actin polymerization or depolymerization,GO:0008154,http://amigo.geneontology.org/amigo/term/GO:0008154
d6dba12a-9f02-5d4f-a06e-5c95b2b4bc19,actin-mediated cell contraction (GO:0070252),actin-mediated cell contraction,GO:0070252,http://amigo.geneontology.org/amigo/term/GO:0070252
1785e5dc-0dd6-5c15-a92c-115274691888,actin-myosin filament sliding (GO:0033275),actin-myosin filament sliding,GO:0033275,http://amigo.geneontology.org/amigo/term/GO:0033275
c71f4fb3-9aa9-5a05-b078-99e7047dc727,action potential (GO:0001508),action potential,GO:0001508,http://amigo.geneontology.org/amigo/term/GO:0001508
cfec883f-6704-5f11-a289-5849c9a1efa5,activation of adenylate cyclase activity (GO:0007190),activation of adenylate cyclase activity,GO:0007190,http://amigo.geneontology.org/amigo/term/GO:0007190
81dd74d4-a4cf-5e0c-9bcd-210942989b39,activation of cysteine-type endopeptidase activity (GO:0097202),activation of cysteine-type endopeptidase activity,GO:0097202,http://amigo.geneontology.org/amigo/term/GO:0097202
9cc44b8f-8b27-57c4-9df1-835feb637681,activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),activation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0006919,http://amigo.geneontology.org/amigo/term/GO:0006919
c42f6354-53c8-57e1-be86-93b65b527735,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c (GO:0008635),activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c,GO:0008635,http://amigo.geneontology.org/amigo/term/GO:0008635
4bdf6162-37e9-5e33-a63a-d107e14e492d,activation of GTPase activity (GO:0090630),activation of GTPase activity,GO:0090630,http://amigo.geneontology.org/amigo/term/GO:0090630
b6f7e1d0-0d29-5bd7-ba0b-ab773eca3a94,activation of Janus kinase activity (GO:0042976),activation of Janus kinase activity,GO:0042976,http://amigo.geneontology.org/amigo/term/GO:0042976
16294a73-d443-5ad3-9642-645cd31b36a3,activation of NF-kappaB-inducing kinase activity (GO:0007250),activation of NF-kappaB-inducing kinase activity,GO:0007250,http://amigo.geneontology.org/amigo/term/GO:0007250
abd9422f-19f3-54aa-bb07-b69521454125,activation of phospholipase C activity (GO:0007202),activation of phospholipase C activity,GO:0007202,http://amigo.geneontology.org/amigo/term/GO:0007202
11d1d610-5c15-5048-aec2-339d6adefb7e,activation of protein kinase A activity (GO:0034199),activation of protein kinase A activity,GO:0034199,http://amigo.geneontology.org/amigo/term/GO:0034199
4dfe9851-af8d-5bc6-b7b2-3ceb31fce5bb,activation of protein kinase activity (GO:0032147),activation of protein kinase activity,GO:0032147,http://amigo.geneontology.org/amigo/term/GO:0032147
8cfea3ee-b0cc-589c-85bb-fd77560e48f8,activation of protein kinase B activity (GO:0032148),activation of protein kinase B activity,GO:0032148,http://amigo.geneontology.org/amigo/term/GO:0032148
5dd06501-5212-5950-ac22-370f471152a6,activation of protein kinase C activity (GO:1990051),activation of protein kinase C activity,GO:1990051,http://amigo.geneontology.org/amigo/term/GO:1990051
cf3458ce-19b6-5f07-b119-6a0206d3f2e2,activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171),activation of transmembrane receptor protein tyrosine kinase activity,GO:0007171,http://amigo.geneontology.org/amigo/term/GO:0007171
b5379502-2ef2-5996-ba34-703def26a613,activin receptor signaling pathway (GO:0032924),activin receptor signaling pathway,GO:0032924,http://amigo.geneontology.org/amigo/term/GO:0032924
6bd53f9c-6877-516c-937d-3229bd255761,actomyosin structure organization (GO:0031032),actomyosin structure organization,GO:0031032,http://amigo.geneontology.org/amigo/term/GO:0031032
580d6bac-b67d-52ad-bff0-cf63e742424b,acute inflammatory response (GO:0002526),acute inflammatory response,GO:0002526,http://amigo.geneontology.org/amigo/term/GO:0002526
b5c2c5ce-a162-5f2a-8f86-ac8f697fcc22,acute-phase response (GO:0006953),acute-phase response,GO:0006953,http://amigo.geneontology.org/amigo/term/GO:0006953
e3a52ba6-29ba-5fd6-9b13-79f1673660e4,acyl-CoA biosynthetic process (GO:0071616),acyl-CoA biosynthetic process,GO:0071616,http://amigo.geneontology.org/amigo/term/GO:0071616
3cb35949-8227-5f4b-91fb-d6665534a619,acyl-CoA metabolic process (GO:0006637),acyl-CoA metabolic process,GO:0006637,http://amigo.geneontology.org/amigo/term/GO:0006637
819e6393-cd35-5311-bca8-40e985816436,acylglycerol acyl-chain remodeling (GO:0036155),acylglycerol acyl-chain remodeling,GO:0036155,http://amigo.geneontology.org/amigo/term/GO:0036155
eda6b116-1523-5037-941d-a99bbf1ae3d3,acylglycerol biosynthetic process (GO:0046463),acylglycerol biosynthetic process,GO:0046463,http://amigo.geneontology.org/amigo/term/GO:0046463
4159ffd1-e596-5517-9acb-fb55ff265798,acylglycerol catabolic process (GO:0046464),acylglycerol catabolic process,GO:0046464,http://amigo.geneontology.org/amigo/term/GO:0046464
86d2ea89-a9e4-51d1-aac0-bc9b256fea44,acylglycerol homeostasis (GO:0055090),acylglycerol homeostasis,GO:0055090,http://amigo.geneontology.org/amigo/term/GO:0055090
fd3510db-5d09-51e9-afaa-7ee4a9ba64c6,acylglycerol metabolic process (GO:0006639),acylglycerol metabolic process,GO:0006639,http://amigo.geneontology.org/amigo/term/GO:0006639
2c5fb3fb-439c-5fc1-81e4-eafacb69d836,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460),adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,GO:0002460,http://amigo.geneontology.org/amigo/term/GO:0002460
69372ca7-a125-506b-aeeb-81f220b58613,adenine nucleotide transport (GO:0051503),adenine nucleotide transport,GO:0051503,http://amigo.geneontology.org/amigo/term/GO:0051503
9d91a38e-ae18-5e95-95ae-a90dee7e0bde,adenosine 5'-(hexahydrogen pentaphosphate) catabolic process (GO:1901911),adenosine 5'-(hexahydrogen pentaphosphate) catabolic process,GO:1901911,http://amigo.geneontology.org/amigo/term/GO:1901911
34b6ac2e-2b04-594d-a440-bc97eafaa22e,adenosine 5'-(hexahydrogen pentaphosphate) metabolic process (GO:1901910),adenosine 5'-(hexahydrogen pentaphosphate) metabolic process,GO:1901910,http://amigo.geneontology.org/amigo/term/GO:1901910
ab50ebde-3888-5a03-923f-254ee0ef2ba5,adenosine metabolic process (GO:0046085),adenosine metabolic process,GO:0046085,http://amigo.geneontology.org/amigo/term/GO:0046085
b0140c23-7b01-59c2-8038-03fa836721ed,adenosine to inosine editing (GO:0006382),adenosine to inosine editing,GO:0006382,http://amigo.geneontology.org/amigo/term/GO:0006382
d82d67a8-eede-5b70-bab8-2ed7bac5fc98,adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880),adenylate cyclase-activating adrenergic receptor signaling pathway,GO:0071880,http://amigo.geneontology.org/amigo/term/GO:0071880
5a4365df-c695-59fc-a439-3b359b1577e8,adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191),adenylate cyclase-activating dopamine receptor signaling pathway,GO:0007191,http://amigo.geneontology.org/amigo/term/GO:0007191
cabfd409-589c-5b59-8e1d-5adec3e5a7f4,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),adenylate cyclase-activating G protein-coupled receptor signaling pathway,GO:0007189,http://amigo.geneontology.org/amigo/term/GO:0007189
f791731a-e6d3-51e2-869b-906b2305dee7,adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway (GO:0007197),adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway,GO:0007197,http://amigo.geneontology.org/amigo/term/GO:0007197
6cb8f023-b8f3-5bbd-bc86-bd01467e96c7,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,GO:0007193,http://amigo.geneontology.org/amigo/term/GO:0007193
e323f150-5b6c-5ce0-bf8b-8e56a202eba8,adenylate cyclase-inhibiting serotonin receptor signaling pathway (GO:0007198),adenylate cyclase-inhibiting serotonin receptor signaling pathway,GO:0007198,http://amigo.geneontology.org/amigo/term/GO:0007198
d7cc89d0-8ccd-5f96-ba80-5f9b601084bb,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),adenylate cyclase-modulating G protein-coupled receptor signaling pathway,GO:0007188,http://amigo.geneontology.org/amigo/term/GO:0007188
ccd71ce4-9101-5045-87ed-2cc5237cdbb6,adherens junction assembly (GO:0034333),adherens junction assembly,GO:0034333,http://amigo.geneontology.org/amigo/term/GO:0034333
e36768a8-1bda-5fe2-a45b-3010826bbc21,adherens junction maintenance (GO:0034334),adherens junction maintenance,GO:0034334,http://amigo.geneontology.org/amigo/term/GO:0034334
f5078ad2-5669-577d-90f6-5cf116792332,adherens junction organization (GO:0034332),adherens junction organization,GO:0034332,http://amigo.geneontology.org/amigo/term/GO:0034332
399daf91-0102-5bb2-b06c-1be433bf6389,adiponectin-activated signaling pathway (GO:0033211),adiponectin-activated signaling pathway,GO:0033211,http://amigo.geneontology.org/amigo/term/GO:0033211
2055ff9d-2b72-5191-9b71-40ad0c3bd572,adipose tissue development (GO:0060612),adipose tissue development,GO:0060612,http://amigo.geneontology.org/amigo/term/GO:0060612
8e78af19-ded3-591d-9cf0-156dcde6444a,ADP transport (GO:0015866),ADP transport,GO:0015866,http://amigo.geneontology.org/amigo/term/GO:0015866
84ca6e8a-9b9a-5f94-804f-c4e7cbec0d67,adrenal gland development (GO:0030325),adrenal gland development,GO:0030325,http://amigo.geneontology.org/amigo/term/GO:0030325
0e365f57-3eb0-54f6-8829-b67a7e304621,adrenergic receptor signaling pathway (GO:0071875),adrenergic receptor signaling pathway,GO:0071875,http://amigo.geneontology.org/amigo/term/GO:0071875
a03fad1a-57ef-5669-9953-9044c20d6176,adult heart development (GO:0007512),adult heart development,GO:0007512,http://amigo.geneontology.org/amigo/term/GO:0007512
138fdcc3-0056-5063-93dd-825518bf190c,aerobic electron transport chain (GO:0019646),aerobic electron transport chain,GO:0019646,http://amigo.geneontology.org/amigo/term/GO:0019646
a1bf10c3-c923-5eb3-a523-511bff5c11af,aerobic respiration (GO:0009060),aerobic respiration,GO:0009060,http://amigo.geneontology.org/amigo/term/GO:0009060
d05f95b5-33ba-5144-9f3d-c1c5a86330d7,aflatoxin metabolic process (GO:0046222),aflatoxin metabolic process,GO:0046222,http://amigo.geneontology.org/amigo/term/GO:0046222
9c283825-3be3-5141-9268-185e8df35c9b,aggrephagy (GO:0035973),aggrephagy,GO:0035973,http://amigo.geneontology.org/amigo/term/GO:0035973
88012464-a3f0-5bf5-9801-38a6874b0866,aggresome assembly (GO:0070842),aggresome assembly,GO:0070842,http://amigo.geneontology.org/amigo/term/GO:0070842
e30137de-973c-565f-ad07-995a0502a2f9,alanine transport (GO:0032328),alanine transport,GO:0032328,http://amigo.geneontology.org/amigo/term/GO:0032328
a13ebf5a-0464-552c-bf27-f6a07c568563,alcohol catabolic process (GO:0046164),alcohol catabolic process,GO:0046164,http://amigo.geneontology.org/amigo/term/GO:0046164
beedfe5f-d68a-52a8-acd7-9b9c7abd783c,aldehyde biosynthetic process (GO:0046184),aldehyde biosynthetic process,GO:0046184,http://amigo.geneontology.org/amigo/term/GO:0046184
6b5f5567-5b2d-586b-8786-a52e12d0907c,aldehyde catabolic process (GO:0046185),aldehyde catabolic process,GO:0046185,http://amigo.geneontology.org/amigo/term/GO:0046185
39568b49-f6e2-5b0a-a8a3-4fd95ffe9e04,alditol metabolic process (GO:0019400),alditol metabolic process,GO:0019400,http://amigo.geneontology.org/amigo/term/GO:0019400
5d3a4947-d80a-529e-97bd-b67f48c53e14,alditol phosphate metabolic process (GO:0052646),alditol phosphate metabolic process,GO:0052646,http://amigo.geneontology.org/amigo/term/GO:0052646
732e420c-1e55-5916-9ac9-0c18218477d1,alkaloid metabolic process (GO:0009820),alkaloid metabolic process,GO:0009820,http://amigo.geneontology.org/amigo/term/GO:0009820
914a8539-911d-5d5b-89cf-6fc887430f1e,alpha-amino acid biosynthetic process (GO:1901607),alpha-amino acid biosynthetic process,GO:1901607,http://amigo.geneontology.org/amigo/term/GO:1901607
575cf65f-6d72-5a48-a993-a82fbf936fed,alpha-amino acid catabolic process (GO:1901606),alpha-amino acid catabolic process,GO:1901606,http://amigo.geneontology.org/amigo/term/GO:1901606
4253a52a-d2e5-5de5-bd72-74760311f448,alpha-amino acid metabolic process (GO:1901605),alpha-amino acid metabolic process,GO:1901605,http://amigo.geneontology.org/amigo/term/GO:1901605
336dbf67-db28-5bb9-bce8-3667a622a71f,alpha-beta T cell activation (GO:0046631),alpha-beta T cell activation,GO:0046631,http://amigo.geneontology.org/amigo/term/GO:0046631
4b8866f6-cc91-57d5-a6de-aed115a842d1,alpha-beta T cell differentiation (GO:0046632),alpha-beta T cell differentiation,GO:0046632,http://amigo.geneontology.org/amigo/term/GO:0046632
c829d18b-8592-54b8-abfb-c29896efba5d,alpha-linolenic acid metabolic process (GO:0036109),alpha-linolenic acid metabolic process,GO:0036109,http://amigo.geneontology.org/amigo/term/GO:0036109
e09db26d-6191-5e42-99d6-38293b24048f,"alternative mRNA splicing, via spliceosome (GO:0000380)","alternative mRNA splicing, via spliceosome",GO:0000380,http://amigo.geneontology.org/amigo/term/GO:0000380
4cc10ed4-b6f5-525d-bdc0-f66c5c63a4f9,amacrine cell differentiation (GO:0035881),amacrine cell differentiation,GO:0035881,http://amigo.geneontology.org/amigo/term/GO:0035881
f5b7a68d-994c-5f42-9228-b538823aac0f,ameboidal-type cell migration (GO:0001667),ameboidal-type cell migration,GO:0001667,http://amigo.geneontology.org/amigo/term/GO:0001667
7b97ee25-2831-5904-a3ea-4df8e70f1605,amide biosynthetic process (GO:0043604),amide biosynthetic process,GO:0043604,http://amigo.geneontology.org/amigo/term/GO:0043604
dddb856f-9c03-58ee-8976-430441844514,amide transport (GO:0042886),amide transport,GO:0042886,http://amigo.geneontology.org/amigo/term/GO:0042886
d644fc54-81bf-51ea-9c2a-93dacc072e7e,amine metabolic process (GO:0009308),amine metabolic process,GO:0009308,http://amigo.geneontology.org/amigo/term/GO:0009308
2a3bc159-1e11-500d-b098-754711d0819f,amine transport (GO:0015837),amine transport,GO:0015837,http://amigo.geneontology.org/amigo/term/GO:0015837
f6b7490b-1c6f-5cc9-9bfe-3e7f01f411df,amino acid import (GO:0043090),amino acid import,GO:0043090,http://amigo.geneontology.org/amigo/term/GO:0043090
b01aac3d-6efe-5761-af97-e549b80c807f,amino acid import across plasma membrane (GO:0089718),amino acid import across plasma membrane,GO:0089718,http://amigo.geneontology.org/amigo/term/GO:0089718
8e96d5a1-3626-52de-8a6b-bfe975209c54,amino acid transmembrane transport (GO:0003333),amino acid transmembrane transport,GO:0003333,http://amigo.geneontology.org/amigo/term/GO:0003333
46ca8476-5c7c-5f9b-b44b-63b21bd152b1,amino acid transport (GO:0006865),amino acid transport,GO:0006865,http://amigo.geneontology.org/amigo/term/GO:0006865
4cc02aa2-e81e-5a03-8328-683bbf3c733b,amino sugar biosynthetic process (GO:0046349),amino sugar biosynthetic process,GO:0046349,http://amigo.geneontology.org/amigo/term/GO:0046349
b98fbc52-e4f9-55f4-8e35-9329a1d8a453,amino sugar catabolic process (GO:0046348),amino sugar catabolic process,GO:0046348,http://amigo.geneontology.org/amigo/term/GO:0046348
6fd5999d-0a9b-5422-8e63-3b6413405d2e,amino sugar metabolic process (GO:0006040),amino sugar metabolic process,GO:0006040,http://amigo.geneontology.org/amigo/term/GO:0006040
7b369503-d463-537b-a1e7-3e34994f9f42,amino-acid betaine biosynthetic process (GO:0006578),amino-acid betaine biosynthetic process,GO:0006578,http://amigo.geneontology.org/amigo/term/GO:0006578
3c93e630-dc28-5837-85c0-f9ced329d684,amino-acid betaine metabolic process (GO:0006577),amino-acid betaine metabolic process,GO:0006577,http://amigo.geneontology.org/amigo/term/GO:0006577
15c384c9-35c4-52cc-8f40-13e03b438597,amino-acid betaine transport (GO:0015838),amino-acid betaine transport,GO:0015838,http://amigo.geneontology.org/amigo/term/GO:0015838
e3c4f762-bbcf-5fba-a919-527714245d55,aminoglycan biosynthetic process (GO:0006023),aminoglycan biosynthetic process,GO:0006023,http://amigo.geneontology.org/amigo/term/GO:0006023
da14a091-35b7-5689-9cfe-fe2adc939039,aminoglycan catabolic process (GO:0006026),aminoglycan catabolic process,GO:0006026,http://amigo.geneontology.org/amigo/term/GO:0006026
7f21dd1d-df1f-5026-8be7-354d7bf90f9c,aminoglycan metabolic process (GO:0006022),aminoglycan metabolic process,GO:0006022,http://amigo.geneontology.org/amigo/term/GO:0006022
200d8b52-4bf5-5414-b11d-fa9dfe36d0f0,aminophospholipid transport (GO:0015917),aminophospholipid transport,GO:0015917,http://amigo.geneontology.org/amigo/term/GO:0015917
e39591e2-d841-5758-952d-42d24588f68d,ammonium transmembrane transport (GO:0072488),ammonium transmembrane transport,GO:0072488,http://amigo.geneontology.org/amigo/term/GO:0072488
60ddb24a-8017-5d58-a205-fa3b0ea95633,ammonium transport (GO:0015696),ammonium transport,GO:0015696,http://amigo.geneontology.org/amigo/term/GO:0015696
e8ed08b0-d695-58a9-829b-86b5e0fb97b6,AMP biosynthetic process (GO:0006167),AMP biosynthetic process,GO:0006167,http://amigo.geneontology.org/amigo/term/GO:0006167
491ca67c-c845-5182-bbdd-51df6025c9e2,AMP metabolic process (GO:0046033),AMP metabolic process,GO:0046033,http://amigo.geneontology.org/amigo/term/GO:0046033
a9e315e1-1961-55ba-ae26-713b0e755cb6,amylin receptor signaling pathway (GO:0097647),amylin receptor signaling pathway,GO:0097647,http://amigo.geneontology.org/amigo/term/GO:0097647
b42560a5-2eec-537b-a20f-70281bf4e381,amyloid fibril formation (GO:1990000),amyloid fibril formation,GO:1990000,http://amigo.geneontology.org/amigo/term/GO:1990000
1a8daa24-d5c4-524a-aa9f-7541abb4b29e,amyloid precursor protein catabolic process (GO:0042987),amyloid precursor protein catabolic process,GO:0042987,http://amigo.geneontology.org/amigo/term/GO:0042987
ac20c6c2-0210-59f7-947f-256404f717ad,amyloid precursor protein metabolic process (GO:0042982),amyloid precursor protein metabolic process,GO:0042982,http://amigo.geneontology.org/amigo/term/GO:0042982
18760027-8e78-5bc2-bdcf-ddd9c81b980a,amyloid-beta formation (GO:0034205),amyloid-beta formation,GO:0034205,http://amigo.geneontology.org/amigo/term/GO:0034205
af76320e-0d0d-5633-8ad1-9a71c94b2515,amyloid-beta metabolic process (GO:0050435),amyloid-beta metabolic process,GO:0050435,http://amigo.geneontology.org/amigo/term/GO:0050435
6ff66c39-1816-56f5-807d-805c613fe053,anaphase-promoting complex-dependent catabolic process (GO:0031145),anaphase-promoting complex-dependent catabolic process,GO:0031145,http://amigo.geneontology.org/amigo/term/GO:0031145
881bbcaf-7b8a-573a-8423-2f85ddf5e3c6,androgen biosynthetic process (GO:0006702),androgen biosynthetic process,GO:0006702,http://amigo.geneontology.org/amigo/term/GO:0006702
f3e2d59e-12ab-5a4a-a63c-0c0b4d80a5f1,androgen metabolic process (GO:0008209),androgen metabolic process,GO:0008209,http://amigo.geneontology.org/amigo/term/GO:0008209
a43f7c0d-55f9-52c5-9767-ba5cd7accb9b,androgen receptor signaling pathway (GO:0030521),androgen receptor signaling pathway,GO:0030521,http://amigo.geneontology.org/amigo/term/GO:0030521
a54260f7-8f21-5668-8db2-0fadad1c3583,angiogenesis involved in wound healing (GO:0060055),angiogenesis involved in wound healing,GO:0060055,http://amigo.geneontology.org/amigo/term/GO:0060055
795ef785-b825-5244-84cd-01a178ed4882,angiotensin maturation (GO:0002003),angiotensin maturation,GO:0002003,http://amigo.geneontology.org/amigo/term/GO:0002003
47bdee27-5e8b-5390-801b-0058d02bf22b,angiotensin-activated signaling pathway (GO:0038166),angiotensin-activated signaling pathway,GO:0038166,http://amigo.geneontology.org/amigo/term/GO:0038166
69590602-10a9-5323-9120-c3fb8ae96765,anion homeostasis (GO:0055081),anion homeostasis,GO:0055081,http://amigo.geneontology.org/amigo/term/GO:0055081
f1474cb9-4954-5952-a9dc-57582d6b5a02,anion transmembrane transport (GO:0098656),anion transmembrane transport,GO:0098656,http://amigo.geneontology.org/amigo/term/GO:0098656
892d4849-3877-5096-9fcb-0e632a0bc1c1,anion transport (GO:0006820),anion transport,GO:0006820,http://amigo.geneontology.org/amigo/term/GO:0006820
9fadef3f-55f5-5b47-8ada-2927b6d67ce7,anoikis (GO:0043276),anoikis,GO:0043276,http://amigo.geneontology.org/amigo/term/GO:0043276
5ba001a3-3c89-5ae9-9288-44e1c16bf0b8,anterior/posterior axis specification (GO:0009948),anterior/posterior axis specification,GO:0009948,http://amigo.geneontology.org/amigo/term/GO:0009948
50709f54-ed5c-5091-b876-368ea30a060f,"anterior/posterior axis specification, embryo (GO:0008595)","anterior/posterior axis specification, embryo",GO:0008595,http://amigo.geneontology.org/amigo/term/GO:0008595
0ee1b10b-1396-5a21-b21f-a84457961e61,anterior/posterior pattern specification (GO:0009952),anterior/posterior pattern specification,GO:0009952,http://amigo.geneontology.org/amigo/term/GO:0009952
ba3f625c-aebf-50c8-8e50-6ab6e4a53638,anterograde axonal protein transport (GO:0099641),anterograde axonal protein transport,GO:0099641,http://amigo.geneontology.org/amigo/term/GO:0099641
e5a29246-6ca8-5651-b9de-158331fe5ba0,anterograde axonal transport (GO:0008089),anterograde axonal transport,GO:0008089,http://amigo.geneontology.org/amigo/term/GO:0008089
333db3d5-d22c-560b-ae45-bd9e8bfba0b5,anterograde dendritic transport (GO:0098937),anterograde dendritic transport,GO:0098937,http://amigo.geneontology.org/amigo/term/GO:0098937
048ca4f9-66f2-5cd0-8c7c-16a370baf463,anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971),anterograde dendritic transport of neurotransmitter receptor complex,GO:0098971,http://amigo.geneontology.org/amigo/term/GO:0098971
952a1321-6ae6-5b33-9d37-97064b0dc0ce,anterograde synaptic vesicle transport (GO:0048490),anterograde synaptic vesicle transport,GO:0048490,http://amigo.geneontology.org/amigo/term/GO:0048490
4c60071f-c765-5e07-af60-f21b2b24f900,anterograde trans-synaptic signaling (GO:0098916),anterograde trans-synaptic signaling,GO:0098916,http://amigo.geneontology.org/amigo/term/GO:0098916
