id,label,pathway,acc,uri
c8f76586-ae95-5a9a-8502-4d21e525f5fb,Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs) WP688,Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs),WP688,https://www.wikipathways.org/index.php/Pathway:WP688
0bec922b-2471-58ce-bc80-13258609a666,Cell cycle WP179,Cell cycle,WP179,https://www.wikipathways.org/index.php/Pathway:WP179
21226e25-df3e-5be6-84e7-4942aaa82b97,Cell Differentiation - Index expanded WP2023,Cell Differentiation - Index expanded,WP2023,https://www.wikipathways.org/index.php/Pathway:WP2023
f763bd7b-90e0-581d-9b4f-4338ddb8d81c,Cell Differentiation - Index WP2029,Cell Differentiation - Index,WP2029,https://www.wikipathways.org/index.php/Pathway:WP2029
4e6e7f12-4435-55ff-9a92-f56e2c2f9f2b,Cell migration and invasion through p75NTR WP4561,Cell migration and invasion through p75NTR,WP4561,https://www.wikipathways.org/index.php/Pathway:WP4561
8fa54fe8-e087-571d-ba9e-f514c7d1af00,Cell-type Dependent Selectivity of CCK2R Signaling WP3679,Cell-type Dependent Selectivity of CCK2R Signaling,WP3679,https://www.wikipathways.org/index.php/Pathway:WP3679
bba79c27-5560-568e-807f-33455cabbdfe,Cells and molecules involved in local acute inflammatory response  WP4493,Cells and molecules involved in local acute inflammatory response ,WP4493,https://www.wikipathways.org/index.php/Pathway:WP4493
29760511-2e7f-5ad9-9d8d-6b1706a2f5bf,Cellular Proteostasis WP4918,Cellular Proteostasis,WP4918,https://www.wikipathways.org/index.php/Pathway:WP4918
cedcf4ae-54c7-5887-b6ce-035103e05e8e,"Cerebral organic acidurias, including diseases WP4519","Cerebral organic acidurias, including diseases",WP4519,https://www.wikipathways.org/index.php/Pathway:WP4519
138313cc-4702-51e0-8665-52cf33e6b6bf,Chemokine signaling pathway WP3929,Chemokine signaling pathway,WP3929,https://www.wikipathways.org/index.php/Pathway:WP3929
19e82b77-b9b8-5096-8d89-54ffae45bf44,Cholesterol Biosynthesis Pathway WP197,Cholesterol Biosynthesis Pathway,WP197,https://www.wikipathways.org/index.php/Pathway:WP197
b1d3e176-f67b-5233-87ce-81f4f5fb9daa,Cholesterol Biosynthesis with Skeletal Dysplasias WP4804,Cholesterol Biosynthesis with Skeletal Dysplasias,WP4804,https://www.wikipathways.org/index.php/Pathway:WP4804
b9324e48-b2a8-5524-a849-9ed4ab035dbd,Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4718,Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways),WP4718,https://www.wikipathways.org/index.php/Pathway:WP4718
c0b2d2e1-4038-523d-8a18-b1af4e688c2b,Chromosomal and microsatellite instability in colorectal cancer  WP4216,Chromosomal and microsatellite instability in colorectal cancer ,WP4216,https://www.wikipathways.org/index.php/Pathway:WP4216
d508a6c9-aa6b-5c2a-94fc-d316ae67eb20,Ciliary landscape WP4352,Ciliary landscape,WP4352,https://www.wikipathways.org/index.php/Pathway:WP4352
9dbbe6cd-f33e-5afe-ab07-830cc2aadd0d,Ciliopathies WP4803,Ciliopathies,WP4803,https://www.wikipathways.org/index.php/Pathway:WP4803
ed5da2c6-0469-5ef1-bcd1-1eefd2c475dc,Circadian rhythm related genes WP3594,Circadian rhythm related genes,WP3594,https://www.wikipathways.org/index.php/Pathway:WP3594
6577d3c7-0f04-574c-a571-8a5180114446,Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism WP4523,Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism,WP4523,https://www.wikipathways.org/index.php/Pathway:WP4523
4f88e2b7-c8f1-5b33-bfa3-7a6cdfa38097,Codeine and Morphine Metabolism WP1604,Codeine and Morphine Metabolism,WP1604,https://www.wikipathways.org/index.php/Pathway:WP1604
39a98159-ab17-58e3-b851-9419aa7da4f8,Common Pathways Underlying Drug Addiction WP2636,Common Pathways Underlying Drug Addiction,WP2636,https://www.wikipathways.org/index.php/Pathway:WP2636
6943faf2-fb9d-56a5-a17d-27a2a113ef76,Complement Activation WP545,Complement Activation,WP545,https://www.wikipathways.org/index.php/Pathway:WP545
bd71b330-1045-50b5-9a2f-bb89b3e4e658,Complement and Coagulation Cascades WP558,Complement and Coagulation Cascades,WP558,https://www.wikipathways.org/index.php/Pathway:WP558
dfa0acd5-38b2-5b88-b8ce-7f02213d1368,Complement system WP2806,Complement system,WP2806,https://www.wikipathways.org/index.php/Pathway:WP2806
6be11cfa-e2a6-5711-a692-957ba886b710,Composition of Lipid Particles WP3601,Composition of Lipid Particles,WP3601,https://www.wikipathways.org/index.php/Pathway:WP3601
cfbfdf68-71e5-5024-9c28-1cd60b29a66a,Computational Model of Aerobic Glycolysis WP4629,Computational Model of Aerobic Glycolysis,WP4629,https://www.wikipathways.org/index.php/Pathway:WP4629
517f028c-508b-544e-9d06-6a25a8ef3584,Constitutive Androstane Receptor Pathway WP2875,Constitutive Androstane Receptor Pathway,WP2875,https://www.wikipathways.org/index.php/Pathway:WP2875
c538d6e8-8873-5273-9626-cce62e52ed7e,Control of immune tolerance by vasoactive intestinal peptide WP4484,Control of immune tolerance by vasoactive intestinal peptide,WP4484,https://www.wikipathways.org/index.php/Pathway:WP4484
092cd37d-b72a-571e-ad11-0062c2613408,Copper homeostasis WP3286,Copper homeostasis,WP3286,https://www.wikipathways.org/index.php/Pathway:WP3286
d0db645a-e692-5d06-a91a-df2fe9f2ede4,Cori Cycle WP1946,Cori Cycle,WP1946,https://www.wikipathways.org/index.php/Pathway:WP1946
73031d7e-e2eb-53e0-aa2f-1cf93f522522,Corticotropin-releasing hormone signaling pathway WP2355,Corticotropin-releasing hormone signaling pathway,WP2355,https://www.wikipathways.org/index.php/Pathway:WP2355
9297b051-2d15-50fe-8463-89cbf48d2eb1,COVID-19 adverse outcome pathway WP4891,COVID-19 adverse outcome pathway,WP4891,https://www.wikipathways.org/index.php/Pathway:WP4891
2e41321c-92ef-5a0a-b0ea-ace7fd18106b,"COVID-19, thrombosis and anticoagulation WP4927","COVID-19, thrombosis and anticoagulation",WP4927,https://www.wikipathways.org/index.php/Pathway:WP4927
2f845c54-6c1b-5a53-a2c8-82c51cc94d29,Cysteine and methionine catabolism WP4504,Cysteine and methionine catabolism,WP4504,https://www.wikipathways.org/index.php/Pathway:WP4504
f118c1d2-6506-5774-bc79-b9a5edfd69d0,Cytokines and Inflammatory Response WP530,Cytokines and Inflammatory Response,WP530,https://www.wikipathways.org/index.php/Pathway:WP530
a6c2f0bf-d491-5422-b6ed-0e197df4aa48,Cytoplasmic Ribosomal Proteins WP477,Cytoplasmic Ribosomal Proteins,WP477,https://www.wikipathways.org/index.php/Pathway:WP477
2332aa10-070f-5d3f-ac95-bf7ff3e774e7,Cytosine methylation WP3585,Cytosine methylation,WP3585,https://www.wikipathways.org/index.php/Pathway:WP3585
b6924193-8858-53b0-a32b-f5a7d3d7de0e,Cytosolic DNA-sensing pathway WP4655,Cytosolic DNA-sensing pathway,WP4655,https://www.wikipathways.org/index.php/Pathway:WP4655
770bc65a-8d4f-5716-8922-d80f1007bc39,DDX1 as a regulatory component of the Drosha microprocessor WP2942,DDX1 as a regulatory component of the Drosha microprocessor,WP2942,https://www.wikipathways.org/index.php/Pathway:WP2942
5a26f767-73b7-53ce-ae03-1665511bc762,"Degradation pathway of sphingolipids, including diseases WP4153","Degradation pathway of sphingolipids, including diseases",WP4153,https://www.wikipathways.org/index.php/Pathway:WP4153
5254dd80-6a17-57d9-95da-92878ba304d7,Deregulation of Rab and Rab Effector Genes in Bladder Cancer WP2291,Deregulation of Rab and Rab Effector Genes in Bladder Cancer,WP2291,https://www.wikipathways.org/index.php/Pathway:WP2291
85917018-d30c-5ecf-beb3-dffeff396996,Development and heterogeneity of the ILC family WP3893,Development and heterogeneity of the ILC family,WP3893,https://www.wikipathways.org/index.php/Pathway:WP3893
062b9b1d-514e-50a8-90e8-2ccddd9b0c0c,Development of pulmonary dendritic cells and macrophage subsets WP3892,Development of pulmonary dendritic cells and macrophage subsets,WP3892,https://www.wikipathways.org/index.php/Pathway:WP3892
94fabd69-7f85-51de-9633-8592101b7ddc,Development of ureteric collection system WP5053,Development of ureteric collection system,WP5053,https://www.wikipathways.org/index.php/Pathway:WP5053
0c92f68e-1827-5d9e-89c8-060181b1e792,Differentiation of white and brown adipocyte WP2895,Differentiation of white and brown adipocyte,WP2895,https://www.wikipathways.org/index.php/Pathway:WP2895
e3f88dfa-fe56-5a39-bc5d-448f0c968def,Differentiation Pathway WP2848,Differentiation Pathway,WP2848,https://www.wikipathways.org/index.php/Pathway:WP2848
adc3ae93-de88-509b-ac43-d374fa45c9f7,Disorders of Folate Metabolism and Transport WP4259,Disorders of Folate Metabolism and Transport,WP4259,https://www.wikipathways.org/index.php/Pathway:WP4259
34266321-9810-50d1-8593-4e1c7a5b05d2,Disorders of the Krebs cycle WP4236,Disorders of the Krebs cycle,WP4236,https://www.wikipathways.org/index.php/Pathway:WP4236
21accb0e-da9d-5d01-b544-72414d8284a7,Disruption of postsynaptic signaling by CNV WP4875,Disruption of postsynaptic signaling by CNV,WP4875,https://www.wikipathways.org/index.php/Pathway:WP4875
66124844-57cc-55d9-b556-56053339e671,DNA damage response (only ATM dependent) WP710,DNA damage response (only ATM dependent),WP710,https://www.wikipathways.org/index.php/Pathway:WP710
e3b9fea1-2cb4-54e7-9595-f6d5e3933325,DNA damage response WP707,DNA damage response,WP707,https://www.wikipathways.org/index.php/Pathway:WP707
3859f63d-c015-5a07-9b3e-968c0946212b,DNA IR-damage and cellular response via ATR WP4016,DNA IR-damage and cellular response via ATR,WP4016,https://www.wikipathways.org/index.php/Pathway:WP4016
585bc255-091f-5f40-bc53-4e88ff71d917,DNA IR-double strand breaks and cellular response via ATM WP3959,DNA IR-double strand breaks and cellular response via ATM,WP3959,https://www.wikipathways.org/index.php/Pathway:WP3959
9f156a3f-d124-56ec-bb08-1121cb5c1770,DNA Mismatch Repair WP531,DNA Mismatch Repair,WP531,https://www.wikipathways.org/index.php/Pathway:WP531
44c41438-8ca3-5213-8452-babb72b6e06c,DNA Repair Pathways Full Network WP4946,DNA Repair Pathways Full Network,WP4946,https://www.wikipathways.org/index.php/Pathway:WP4946
2584caf7-5b25-563a-a943-1ef8a02f6f91,DNA Replication WP466,DNA Replication,WP466,https://www.wikipathways.org/index.php/Pathway:WP466
6535fda9-4e89-5698-94f5-562b0ab2cd42,Dopamine metabolism WP2436,Dopamine metabolism,WP2436,https://www.wikipathways.org/index.php/Pathway:WP2436
8acc810c-240e-5c4b-82f0-508c248cd149,Dopaminergic Neurogenesis WP2855,Dopaminergic Neurogenesis,WP2855,https://www.wikipathways.org/index.php/Pathway:WP2855
393d465c-0582-581b-8a19-c38ec99e781b,Drug Induction of Bile Acid Pathway WP2289,Drug Induction of Bile Acid Pathway,WP2289,https://www.wikipathways.org/index.php/Pathway:WP2289
519c2bda-84d1-53f6-b010-d8eb757b2a42,Dual hijack model of Vif in HIV infection WP3300,Dual hijack model of Vif in HIV infection,WP3300,https://www.wikipathways.org/index.php/Pathway:WP3300
9cef2941-df5e-5a79-8ebc-8625f76e0cb7,Ebola Virus Pathway on Host WP4217,Ebola Virus Pathway on Host,WP4217,https://www.wikipathways.org/index.php/Pathway:WP4217
a121f144-49b7-5207-92da-0b1f678d6b86,Ebstein-Barr virus LMP1 signaling WP262,Ebstein-Barr virus LMP1 signaling,WP262,https://www.wikipathways.org/index.php/Pathway:WP262
d28cb438-5580-54a2-94ea-10c56c0e66a0,Ectoderm Differentiation WP2858,Ectoderm Differentiation,WP2858,https://www.wikipathways.org/index.php/Pathway:WP2858
89ebfa0d-894f-5494-b00e-e0144445c8ac,EDA signaling in hair follicle development WP3930,EDA signaling in hair follicle development,WP3930,https://www.wikipathways.org/index.php/Pathway:WP3930
7a132e2c-f8c8-52d9-bb4c-93d2016042ae,Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome WP4320,Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome,WP4320,https://www.wikipathways.org/index.php/Pathway:WP4320
1cf65f30-d4ac-56b7-a499-7d4cbf351908,Effects of nitric oxide WP1995,Effects of nitric oxide,WP1995,https://www.wikipathways.org/index.php/Pathway:WP1995
ff5029d2-3859-5fca-8b07-596616cf1b29,EGF/EGFR signaling pathway WP437,EGF/EGFR signaling pathway,WP437,https://www.wikipathways.org/index.php/Pathway:WP437
46c5e31c-4633-5925-bd25-fb6090f362cc,EGFR Tyrosine Kinase Inhibitor Resistance WP4806,EGFR Tyrosine Kinase Inhibitor Resistance,WP4806,https://www.wikipathways.org/index.php/Pathway:WP4806
7e270d1b-346e-572a-b5f2-bf9f224294e4,Eicosanoid metabolism via cyclooxygenases (COX) WP4719,Eicosanoid metabolism via cyclooxygenases (COX),WP4719,https://www.wikipathways.org/index.php/Pathway:WP4719
759259ef-771b-55be-8c80-fddf6b882ab7,Eicosanoid metabolism via cytochrome P450 monooxygenases (CYP) pathway WP4720,Eicosanoid metabolism via cytochrome P450 monooxygenases (CYP) pathway,WP4720,https://www.wikipathways.org/index.php/Pathway:WP4720
cccf5dc0-8e32-5e42-8877-43b069c180c7,Eicosanoid metabolism via lipooxygenases (LOX) WP4721,Eicosanoid metabolism via lipooxygenases (LOX),WP4721,https://www.wikipathways.org/index.php/Pathway:WP4721
6ae847a6-c052-5a2b-9646-008bbcb9cb5b,Eicosanoid Synthesis WP167,Eicosanoid Synthesis,WP167,https://www.wikipathways.org/index.php/Pathway:WP167
